SDD;EDN;SDD_num;EDN_num
Hirsutisme;Anomalies du cycle menstruel. Métrorragies;79;35
Hirsutisme;Aménorrhée;79;42
Hirsutisme;Dermatoses faciales : acné, rosacée, dermatite séborrhéique;79;111
Hirsutisme;"Diagnostic des cancers : signes d'appel et investigations para-cliniques ; caractérisation du stade ; pronostic";79;292
Hirsutisme;Tumeurs de l'ovaire;79;306
Hirsutisme;Éducation thérapeutique, observance et automédication;79;324
Hirsutisme;Prescription et surveillance des classes de médicaments les plus courantes chez l'adulte et chez l'enfant, hors anti-infectieux (voir item 177). Connaître le bon usage des principales classes thérapeutiques;79;330
Hospitalisation sans consentement;La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale;240;1
Hospitalisation sans consentement;Soins psychiatriques sans consentement;240;15
Hospitalisation sans consentement;Décrire l'organisation de l'offre de soins en psychiatrie, de l'enfant à la personne âgée;240;62
Hospitalisation sans consentement;Agitation et délire aigu;240;351
Hospitalisation sans consentement;Risque et conduite suicidaires chez l'enfant, l'adolescent et l'adulte : identification et prise en charge;240;353
Humeur triste/douleur morale;Troubles bipolaires de l'adolescent et de l'adulte;123;64
Humeur triste/douleur morale;Diagnostiquer : un trouble dépressif, un trouble anxieux, un trouble obsessionnel compulsif, un trouble de stress post-traumatique, un trouble de l'adaptation, un trouble de la personnalité;123;66
Humeur triste/douleur morale;Différents types de techniques psychothérapeutiques;123;73
Humeur triste/douleur morale;Prescription et surveillance des psychotropes (voir item 330);123;74
Humeur triste/douleur morale;Risque et conduite suicidaires chez l'enfant, l'adolescent et l'adulte : identification et prise en charge;123;353
Hyperglycémie;Facteurs de risque cardio-vasculaire et prévention;208;222
Hyperglycémie;Diabète sucré de type 1 et 2 de l'enfant et de l'adulte. Complications;208;247
Hyperglycémie;Diabète gestationnel;208;255
Hyperglycémie;Troubles de l'équilibre acido-basique et désordres hydro-électrolytiques;208;267
Hyperglycémie;État confusionnel et trouble de conscience chez l'adulte et chez l'enfant;208;343
Hyperlymphocytose;Hémogramme chez l'adulte et l'enfant : indications et interprétation;220;212
Hyperlymphocytose;Syndrome mononucléosique;220;217
Hyperlymphocytose;Splénomégalie;220;275
Hyperlymphocytose;Leucémies lymphoïdes chroniques;220;318
Hyperlymphocytose;Lymphomes malins;220;319
Hyperprotidémie;Addiction à l'alcool;210;76
Hyperprotidémie;Réaction inflammatoire : aspects biologiques et cliniques. Conduite à tenir;210;185
Hyperprotidémie;Fièvre prolongée;210;190
Hyperprotidémie;Troubles de l'équilibre acido-basique et désordres hydro-électrolytiques;210;267
Hyperprotidémie;Cirrhose et complications;210;279
Hyperprotidémie;Diarrhée aiguë et déshydratation chez le nourrisson, l'enfant et l'adulte;210;286
Hyperprotidémie;Myélome multiple des os;210;320
Hypersudation;Ménopause, insuffisance ovarienne prématurée, andropause, déficit androgénique lié à l'âge. (Voir item 330);25;124
Hypersudation;Fièvre aiguë chez l'enfant et l'adulte;25;147
Hypersudation;Fièvre prolongée;25;190
Hypersudation;Hypoglycémie chez l'adulte et l'enfant;25;240
Hypersudation;Hyperthyroïdie;25;242
Hypersudation;Leucémies lymphoïdes chroniques;25;318
Hypersudation;Lymphomes malins;25;319
Hypertension artérielle;Athérome : épidémiologie et physiopathologie. Le malade poly-athéromateux;42;221
Hypertension artérielle;Facteurs de risque cardio-vasculaire et prévention;42;222
Hypertension artérielle;Hypertension artérielle de l'adulte et de l'enfant;42;224
Hypertension artérielle;Néphropathies vasculaires;42;263
Hypertension durant la grossesse;Grossesse normale;53;23
Hypertension durant la grossesse;Principales complications de la grossesse;53;24
Hypertension durant la grossesse;Prévention des risques fœtaux : infection, médicaments, toxiques, irradiation;53;27
Hypertension durant la grossesse;Prématurité et retard de croissance intra-utérin : facteurs de risque et prévention;53;30
Hypertension durant la grossesse;Facteurs de risque cardio-vasculaire et prévention;53;222
Hypertension durant la grossesse;Hypertension artérielle de l'adulte et de l'enfant;53;224
Hyperthermie/fièvre;Fièvre aiguë chez l'enfant et l'adulte;44;147
Hyperthermie/fièvre;Bactériémie/Fongémie de l'adulte et de l'enfant;44;157
Hyperthermie/fièvre;Sepsis et choc septique de l'enfant et de l'adulte;44;158
Hyperthermie/fièvre;Voyage en pays tropical de l'adulte et de l'enfant : conseils avant le départ, pathologies du retour : fièvre, diarrhée, manifestations cutanées;44;175
Hyperthermie/fièvre;Fièvre chez un patient immunodéprimé;44;191
Hyperthermie/fièvre;Thérapeutiques non médicamenteuses et dispositifs médicaux;44;328
Hyperéosinophilie;Prothèses et ostéosynthèses;219;362
Hypoglycémie;Hypoglycémie chez l'adulte et l'enfant;209;240
Hypoglycémie;Insuffisance surrénale chez l'adulte et l'enfant;209;245
Hypoglycémie;Diabète sucré de type 1 et 2 de l'enfant et de l'adulte. Complications;209;247
Hypoglycémie;Tumeurs du pancréas;209;308
Hypoglycémie;Éducation thérapeutique, observance et automédication;209;324
Hypoglycémie;Identification et gestion des risques liés aux médicaments et aux biomatériaux, risque iatrogène, erreur médicamenteuse (voir items 4 et 5);209;325
Hypoglycémie;Prescription et surveillance des classes de médicaments les plus courantes chez l'adulte et chez l'enfant, hors anti-infectieux (voir item 177). Connaître le bon usage des principales classes thérapeutiques;209;330
Hypoglycémie;Principales intoxications aiguës;209;337
Hypoglycémie;Malaise, perte de connaissance, crise comitiale chez l'adulte (voir item 105);209;342
Hypoglycémie;État confusionnel et trouble de conscience chez l'adulte et chez l'enfant;209;343
Hypoglycémie;Malaise grave du nourrisson et mort inattendue du nourrisson;209;345
Hypoglycémie;Convulsions chez le nourrisson et chez l'enfant;209;346
Hypoprotidémie;Thrombose veineuse profonde et embolie pulmonaire (voir item 330);211;226
Hypoprotidémie;Insuffisance cardiaque de l'adulte;211;234
Hypoprotidémie;Dénutrition chez l'adulte et l'enfant;211;250
Hypoprotidémie;Œdèmes des membres inférieurs localisés ou généralisés;211;257
Hypoprotidémie;Protéinurie et syndrome néphrotique chez l'adulte et de l'enfant;211;259
Hypoprotidémie;Néphropathie glomérulaire;211;261
Hypoprotidémie;Cirrhose et complications;211;279
Hypoprotidémie;Diarrhée chronique chez l'adulte et l'enfant;211;285
Hypothermie;Anesthésie locale, locorégionale et générale;45;136
Hypothermie;Bactériémie/Fongémie de l'adulte et de l'enfant;45;157
Hypothermie;Sepsis et choc septique de l'enfant et de l'adulte;45;158
Hypothermie;Hypothyroïdie;45;243
Hypotonie/malaise du nourrisson;Développement psychomoteur du nourrisson et de l'enfant : aspects normaux et pathologiques (sommeil, alimentation, contrôles sphinctériens, psychomotricité, langage, intelligence). L'installation précoce de la relation parents-enfant et son importance. Troubles de l'apprentissage (voir item 122);46;55
Hypotonie/malaise du nourrisson;Maltraitance et enfants en danger. Protection maternelle et infantile;46;57
Hypotonie/malaise du nourrisson;Méningites, méningoencéphalites, abcès cérébral chez l'adulte et l'enfant;46;151
Hypotonie/malaise du nourrisson;Coqueluche;46;163
Hypotonie/malaise du nourrisson;Principales intoxications aiguës;46;337
Hypotonie/malaise du nourrisson;Malaise grave du nourrisson et mort inattendue du nourrisson;46;345
Hypotonie/malaise du nourrisson;Convulsions chez le nourrisson et chez l'enfant;46;346
Hématurie;Infections urinaires de l'enfant et de l'adulte;102;161
Hématurie;Hématurie;102;260
Hématurie;Néphropathie glomérulaire;102;261
Hématurie;Lithiase urinaire;102;265
Hématurie;Polykystose rénale;102;266
Hématurie;Tumeurs du rein de l'adulte;102;311
Hématurie;Tumeurs vésicales;102;314
Hémoculture positive;Fièvre aiguë chez l'enfant et l'adulte;190;147
Hémoculture positive;Méningites, méningoencéphalites, abcès cérébral chez l'adulte et l'enfant;190;151
Hémoculture positive;Endocardite infectieuse;190;152
Hémoculture positive;Bactériémie/Fongémie de l'adulte et de l'enfant;190;157
Hémoculture positive;Sepsis et choc septique de l'enfant et de l'adulte;190;158
Hémoculture positive;Prescription et surveillance des anti-infectieux chez l'adulte et l'enfant (voir item 330);190;177
Hémoculture positive;Fièvre prolongée;190;190
Hémoculture positive;Fièvre chez un patient immunodéprimé;190;191
Hémorragie aiguë;Hémorragie génitale chez la femme;60;43
Hémorragie aiguë;Epistaxis;60;87
Hémorragie aiguë;Hémoptysie;60;205
Hémorragie aiguë;Hématurie;60;260
Hémorragie aiguë;État de choc. Principales étiologies : hypovolémique, septique (voir item 158), cardio-génique, anaphylactique;60;332
Hémorragie aiguë;Prise en charge immédiate pré-hospitalière et à l'arrivée à l'hôpital, évaluation des complications chez : un brûlé, un polytraumatisé, un traumatisé thoracique, un traumatisé abdominal, un traumatisé des membres et/ou du bassin, un traumatisé du rachis ou vertébro-médullaire, un traumatisé crânien ou crânio-encéphalique;60;334
Hémorragie aiguë;Hémorragie digestive;60;355
Hépatomégalie;Parasitoses digestives : giardiose, amoebose, téniasis, ascaridiose, oxyurose, anguillulose, cryptosporidiose;6;172
Hépatomégalie;Zoonoses;6;173
Hépatomégalie;Pathologie du fer chez l'adulte et l'enfant;6;219
Hépatomégalie;Douleurs abdominales aiguës chez l'enfant et chez l'adulte;6;269
Hépatomégalie;Hépatomégalie et masse abdominale;6;276
Hépatomégalie;Ictère de l'adulte et de l'enfant;6;278
Hépatomégalie;Cirrhose et complications;6;279
Hépatomégalie;Tumeurs du foie, primitives et secondaires;6;304
Ictère chez le nouveau-né;Prématurité et retard de croissance intra-utérin : facteurs de risque et prévention;48;30
Ictère chez le nouveau-né;Évaluation et soins du nouveau-né à terme;48;32
Ictère chez le nouveau-né;Allaitement maternel;48;33
Ictère chez le nouveau-né;Ictère de l'adulte et de l'enfant;48;278
Ictère;Prurit;47;116
Ictère;Vaccinations;47;146
Ictère;Hépatites virales;47;167
Ictère;"Transplantation d'organes : aspects épidémiologiques et immunologiques ; principes de traitement et surveillance ; complications et pronostic ; aspects éthiques et légaux. Prélèvements d'organes et législation";47;201
Ictère;Anémie chez l'adulte et l'enfant;47;213
Ictère;Hépatomégalie et masse abdominale;47;276
Ictère;Lithiase biliaire et complications;47;277
Ictère;Ictère de l'adulte et de l'enfant;47;278
Ictère;Cirrhose et complications;47;279
Ictère;Pancréatite chronique;47;281
Ictère;Tumeurs du foie, primitives et secondaires;47;304
Ictère;Tumeurs du pancréas;47;308
Ictère;Identification et gestion des risques liés aux médicaments et aux biomatériaux, risque iatrogène, erreur médicamenteuse (voir items 4 et 5);47;325
Ictère;Principales intoxications aiguës;47;337
Identification, prise en soin et suivi d'un patient en situation palliative;La personne âgée malade : particularités sémiologiques, psychologiques et thérapeutiques. (voir item 322);337;130
Identification, prise en soin et suivi d'un patient en situation palliative;Soins palliatifs pluridisciplinaires chez un malade en phase palliative ou terminale d'une maladie grave, chronique ou létale (1). Principaux repères cliniques. Modalités d'organisation des équipes, en établissement de santé et en et en ambulatoire;337;139
Identification, prise en soin et suivi d'un patient en situation palliative;Soins palliatifs pluridisciplinaires chez un malade en phase palliative ou terminale d'une maladie grave, chronique ou létale (2). Accompagnement de la personne malade et de son entourage. Principaux repères éthiques;337;140
Identification, prise en soin et suivi d'un patient en situation palliative;Soins palliatifs pluridisciplinaires chez un malade en phase palliative ou terminale d'une maladie grave, chronique ou létale (3). La sédation pour détresse en phase terminale et dans des situations spécifiques et complexes en fin de vie. Réponse à la demande d'euthanasie ou de suicide assisté;337;141
Identification, prise en soin et suivi d'un patient en situation palliative;Connaître les aspects spécifiques des soins palliatifs en pédiatrie;337;142
Identification, prise en soin et suivi d'un patient en situation palliative;Connaître les aspects spécifiques des soins palliatifs en réanimation;337;143
Identifier les conséquences d'une pathologie/situation sur le maintien d'un emploi;La personne handicapée : bases de l'évaluation fonctionnelle et thérapeutique. (voir item 56);316;118
Identifier les conséquences d'une pathologie/situation sur le maintien d'un emploi;Soins et accompagnement dans la maladie chronique et le handicap;316;119
Identifier les conséquences d'une pathologie/situation sur le maintien d'un emploi;Environnement professionnel et santé au travail;316;182
Identifier une situation de déconditionnement à l'effort;Troubles de la marche et de l'équilibre;353;109
Identifier une situation de déconditionnement à l'effort;La personne handicapée : bases de l'évaluation fonctionnelle et thérapeutique. (voir item 56);353;118
Identifier une situation de déconditionnement à l'effort;Soins et accompagnement dans la maladie chronique et le handicap;353;119
Identifier une situation de déconditionnement à l'effort;Complications de l'immobilité et du décubitus. Prévention et prise en charge;353;120
Identifier une situation de déconditionnement à l'effort;Vieillissement normal : aspects biologiques, fonctionnels et relationnels. Données épidémiologiques et sociologiques. Prévention du vieillissement pathologique;353;123
Identifier une situation de déconditionnement à l'effort;Troubles de la marche et de l'équilibre. (voir item 109);353;131
Identifier une situation de déconditionnement à l'effort;Autonomie et dépendance chez le sujet âgé;353;133
Identifier une situation de déconditionnement à l'effort;Insuffisance respiratoire chronique;353;208
Identifier une situation de déconditionnement à l'effort;Insuffisance cardiaque de l'adulte;353;234
Identifier/reconnaitre les différents examens d'imagerie (type/fenêtre/ séquences/incidences/injection);Le raisonnement et la décision en médecine. La médecine fondée sur les preuves (Evidence Based Medicine, EBM). La décision médicale partagée. La controverse;233;3
Identifier/reconnaitre les différents examens d'imagerie (type/fenêtre/ séquences/incidences/injection);Principe du bon usage du médicament et des thérapeutiques non médicamenteuses;233;321
Idées délirantes;Troubles schizophréniques de l'adolescent et de l'adulte;124;63
Idées délirantes;Troubles bipolaires de l'adolescent et de l'adulte;124;64
Idées délirantes;Trouble délirant persistant;124;65
Idées délirantes;Diagnostiquer : un trouble dépressif, un trouble anxieux, un trouble obsessionnel compulsif, un trouble de stress post-traumatique, un trouble de l'adaptation, un trouble de la personnalité;124;66
Idées délirantes;Prescription et surveillance des psychotropes (voir item 330);124;74
Idées délirantes;Principales intoxications aiguës;124;337
Idées délirantes;Agitation et délire aigu;124;351
Idées délirantes;Risque et conduite suicidaires chez l'enfant, l'adolescent et l'adulte : identification et prise en charge;124;353
Incontinence fécale;Violences sexuelles;7;12
Incontinence fécale;Principales complications de la grossesse;7;24
Incontinence fécale;Compression médullaire non traumatique et syndrome de la queue de cheval;7;93
Incontinence fécale;Maladies inflammatoires chroniques de l'intestin (MICI) chez l'adulte;7;282
Incontinence fécale;Constipation chez l'enfant et l'adulte;7;283
Incontinence fécale;Diarrhée chronique chez l'adulte et l'enfant;7;285
Incontinence fécale;Pathologie hémorroïdaire;7;288
Incontinence urinaire;Troubles de la miction chez l'enfant;103;51
Incontinence urinaire;Principales techniques de rééducation et de réadaptation. (voir item 55);103;122
Incontinence urinaire;Troubles de la miction et incontinence urinaire de l'adulte et du sujet âgé;103;125
Incontinence urinaire;Éducation thérapeutique, observance et automédication;103;324
Information et suivi d'un patient en chirurgie ambulatoire;La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale;356;1
Information et suivi d'un patient en chirurgie ambulatoire;Qualité et sécurité des soins. La sécurité du patient. La gestion des risques. Les événements indésirables associés aux soins (EIAS). Démarche qualité et évaluation des pratiques professionnelles;356;4
Information et suivi d'un patient en chirurgie ambulatoire;L'organisation de l'exercice clinique et les méthodes qui permettent de sécuriser le parcours du patient;356;6
Information et suivi d'un patient en chirurgie ambulatoire;Bases neurophysiologiques, mécanismes physiopathologiques d'une douleur aiguë et d'une douleur chronique;356;134
Information et suivi d'un patient en chirurgie ambulatoire;Anesthésie locale, locorégionale et générale;356;136
Ingestion ou inhalation d'un corps étranger;Infections broncho pulmonaires communautaires de l'adulte et de l'enfant;149;154
Ingestion ou inhalation d'un corps étranger;Dyspnée aiguë et chronique;149;203
Ingestion ou inhalation d'un corps étranger;Toux chez l'enfant et chez l'adulte (avec le traitement);149;204
Ingestion ou inhalation d'un corps étranger;Douleurs abdominales aiguës chez l'enfant et chez l'adulte;149;269
Ingestion ou inhalation d'un corps étranger;Dysphagie;149;273
Ingestion ou inhalation d'un corps étranger;Vomissements du nourrisson, de l'enfant et de l'adulte;149;274
Ingestion ou inhalation d'un corps étranger;Malaise grave du nourrisson et mort inattendue du nourrisson;149;345
Ingestion ou inhalation d'un corps étranger;Hémorragie digestive;149;355
Ingestion ou inhalation d'un corps étranger;Détresse et insuffisance respiratoire aigüe du nourrisson, de l'enfant et de l'adulte;149;359
Instabilité du genou;Prise en charge immédiate pré-hospitalière et à l'arrivée à l'hôpital, évaluation des complications chez : un brûlé, un polytraumatisé, un traumatisé thoracique, un traumatisé abdominal, un traumatisé des membres et/ou du bassin, un traumatisé du rachis ou vertébro-médullaire, un traumatisé crânien ou crânio-encéphalique;75;334
Instabilité du genou;Lésions péri-articulaires et ligamentaires du genou, de la cheville et de l'épaule;75;361
Interprétation d'un compte rendu d'anatomopathologie;Réaction inflammatoire : aspects biologiques et cliniques. Conduite à tenir;180;185
Interprétation d'un compte rendu d'anatomopathologie;Hypersensibilités et allergies chez l'enfant et l'adulte : aspects physiopathologiques, épidémiologiques, diagnostiques et principes de traitement;180;186
Interprétation d'un compte rendu d'anatomopathologie;Pathologies auto-immunes : aspects épidémiologiques, diagnostiques et principes de traitement;180;192
Interprétation d'un compte rendu d'anatomopathologie;Connaître les principaux types de vascularite systémique, les organes cibles, les outils diagnostiques et les moyens thérapeutiques;180;193
Interprétation d'un compte rendu d'anatomopathologie;"Transplantation d'organes : aspects épidémiologiques et immunologiques ; principes de traitement et surveillance ; complications et pronostic ; aspects éthiques et légaux. Prélèvements d'organes et législation";180;201
Interprétation d'un compte rendu d'anatomopathologie;Épidémiologie, facteurs de risque, prévention et dépistage des cancers;180;290
Interprétation d'un compte rendu d'anatomopathologie;Cancer : cancérogénèse, oncogénétique;180;291
Interprétation d'un compte rendu d'anatomopathologie;"Diagnostic des cancers : signes d'appel et investigations para-cliniques ; caractérisation du stade ; pronostic";180;292
Interprétation d'un compte rendu d'anatomopathologie;Le médecin préleveur de cellules et/ou de tissus pour des examens d'Anatomie et Cytologie Pathologiques : connaître les principes de réalisation, transmission et utilisation des prélèvements à visée sanitaire et de recherche;180;293
Interprétation d'un compte rendu d'anatomopathologie;Traitement des cancers : principales modalités, classes thérapeutiques et leurs complications majeures. La décision thérapeutique pluridisciplinaire et l'information du malade;180;294
Interprétation d'un compte rendu d'anatomopathologie;Cancer de l'enfant : particularités épidémiologiques, diagnostiques et thérapeutiques;180;297
Interprétation d'un compte rendu d'anatomopathologie;La décision thérapeutique personnalisée : bon usage dans des situations à risque;180;322
Interprétation d'un compte rendu d'anatomopathologie;Impact de l'environnement sur la santé;180;367
Interprétation d'un myélogramme;Leucémies aiguës;221;315
Interprétation d'un myélogramme;Syndromes myélodysplasiques;221;316
Interprétation d'un myélogramme;Syndromes myéloprolifératifs;221;317
Interprétation d'un myélogramme;Lymphomes malins;221;319
Interprétation d'un myélogramme;Myélome multiple des os;221;320
Interprétation d'un résultat de sérologie;Grossesse normale;236;23
Interprétation d'un résultat de sérologie;Prévention des risques fœtaux : infection, médicaments, toxiques, irradiation;236;27
Interprétation d'un résultat de sérologie;Infections sexuellement transmissibles (IST) : gonococcies, chlamydioses, syphilis, papillomavirus humain (HPV), trichomonose;236;162
Interprétation d'un résultat de sérologie;Coqueluche;236;163
Interprétation d'un résultat de sérologie;Hépatites virales;236;167
Interprétation d'un résultat de sérologie;Infections à herpès virus du sujet immunocompétent;236;168
Interprétation d'un résultat de sérologie;Infections à VIH;236;169
Interprétation d'un résultat de sérologie;Zoonoses;236;173
Interprétation d'un résultat de sérologie;Hypersensibilité et allergies respiratoires chez l'enfant et chez l'adulte. Asthme, rhinite;236;188
Interprétation d'un résultat de sérologie;Syndrome mononucléosique;236;217
Interprétation d'une recherche d'accès palustre;Paludisme;234;170
Interprétation de l'hémogramme;Hémogramme chez l'adulte et l'enfant : indications et interprétation;223;212
Interprétation de l'hémogramme;Anémie chez l'adulte et l'enfant;223;213
Interprétation de l'hémogramme;Thrombopénie chez l'adulte et l'enfant;223;214
Ivresse aiguë;Addiction à l'alcool;49;76
Ivresse aiguë;Troubles de la marche et de l'équilibre;49;109
Ivresse aiguë;Coma non traumatique chez l'adulte et chez l'enfant;49;336
Ivresse aiguë;Principales intoxications aiguës;49;337
Ivresse aiguë;État confusionnel et trouble de conscience chez l'adulte et chez l'enfant;49;343
Ivresse aiguë;Agitation et délire aigu;49;351
Jambes lourdes;Grossesse normale;76;23
Jambes lourdes;Insuffisance veineuse chronique. Varices;76;227
Jambes lourdes;Obésité de l'enfant et de l'adulte (voir item 71);76;253
Jambes lourdes;Œdèmes des membres inférieurs localisés ou généralisés;76;257
Leucorrhées;Suites de couches pathologiques : pathologie maternelle dans les 40 jours;104;34
Leucorrhées;Algies pelviennes chez la femme;104;40
Leucorrhées;Infections cutanéo-muqueuses et des phanères, bactériennes et mycosiques de l'adulte et de l'enfant;104;155
Leucorrhées;Infections sexuellement transmissibles (IST) : gonococcies, chlamydioses, syphilis, papillomavirus humain (HPV), trichomonose;104;162
Limitation de l'ouverture buccale;Infections cutanéo-muqueuses et des phanères, bactériennes et mycosiques de l'adulte et de l'enfant;150;155
Limitation de l'ouverture buccale;Tétanos;150;160
Limitation de l'ouverture buccale;Zoonoses;150;173
Limitation de l'ouverture buccale;Hypoglycémie chez l'adulte et l'enfant;150;240
Limitation de l'ouverture buccale;Tumeurs de la cavité buccale, naso-sinusiennes et du cavum, et des voies aérodigestives supérieures;150;298
Limitation de l'ouverture buccale;Orientation diagnostique et conduite à tenir devant un traumatisme crânio-facial et oculaire;150;335
Limitation de l'ouverture buccale;Principales intoxications aiguës;150;337
"Lésion cutanée/""grain de beauté""";Cancer : cancérogénèse, oncogénétique;84;291
"Lésion cutanée/""grain de beauté""";"Diagnostic des cancers : signes d'appel et investigations para-cliniques ; caractérisation du stade ; pronostic";84;292
"Lésion cutanée/""grain de beauté""";Tumeurs cutanées, épithéliales et mélaniques;84;302
Malaise/perte de connaissance;Épilepsie de l'enfant et de l'adulte;50;105
Malaise/perte de connaissance;Électrocardiogramme : indications et interprétations;50;231
Malaise/perte de connaissance;Hypoglycémie chez l'adulte et l'enfant;50;240
Malaise/perte de connaissance;Arrêt cardio-circulatoire;50;331
Malaise/perte de connaissance;Malaise, perte de connaissance, crise comitiale chez l'adulte (voir item 105);50;342
Masse abdominale;"Artériopathie de l'aorte, des artères viscérales et des membres inférieurs ; anévrysmes";8;225
Masse abdominale;Splénomégalie;8;275
Masse abdominale;Hépatomégalie et masse abdominale;8;276
Masse abdominale;Lithiase biliaire et complications;8;277
Masse abdominale;"Diagnostic des cancers : signes d'appel et investigations para-cliniques ; caractérisation du stade ; pronostic";8;292
Masse abdominale;Tumeurs du colon et du rectum;8;301
Masse abdominale;Tumeurs de l'estomac;8;303
Masse abdominale;Tumeurs du pancréas;8;308
Masse abdominale;Lymphomes malins;8;319
Masse pelvienne;Endométriose;106;41
Masse pelvienne;Tuméfaction pelvienne chez la femme;106;44
Masse pelvienne;Tumeurs du col utérin, tumeur du corps utérin;106;300
Masse pelvienne;Tumeurs du colon et du rectum;106;301
Masse pelvienne;Tumeurs de l'ovaire;106;306
Masse pelvienne;Tumeurs de la prostate;106;310
Masse pelvienne;Tumeurs vésicales;106;314
Masse/tuméfaction pariétale;Endométriose;9;41
Masse/tuméfaction pariétale;Tuméfaction pelvienne chez la femme;9;44
Masse/tuméfaction pariétale;Hépatomégalie et masse abdominale;9;276
Masse/tuméfaction pariétale;Hernie pariétale chez l'enfant et l'adulte;9;289
Mise en place et suivi d'un appareil d'immobilisation;Thrombose veineuse profonde et embolie pulmonaire (voir item 330);243;226
Mise en place et suivi d'un appareil d'immobilisation;Éducation thérapeutique, observance et automédication;243;324
Mise en place et suivi d'un appareil d'immobilisation;Thérapeutiques non médicamenteuses et dispositifs médicaux;243;328
Mise en place et suivi d'un appareil d'immobilisation;Prescription et surveillance des classes de médicaments les plus courantes chez l'adulte et chez l'enfant, hors anti-infectieux (voir item 177). Connaître le bon usage des principales classes thérapeutiques;243;330
Mise en place et suivi d'un appareil d'immobilisation;Surveillance d'un malade sous plâtre/résine;243;365
Mise en place et suivi d'une contention mécanique;Soins psychiatriques sans consentement;244;15
Mise en place et suivi d'une contention mécanique;Troubles du comportement de l'enfant et de l'adolescent;244;68
Mise en place et suivi d'une contention mécanique;Prescription et surveillance des psychotropes (voir item 330);244;74
Mise en place et suivi d'une contention mécanique;Confusion, démences. (voir item 132);244;108
Mise en place et suivi d'une contention mécanique;Complications de l'immobilité et du décubitus. Prévention et prise en charge;244;120
Mise en place et suivi d'une contention mécanique;État confusionnel et trouble de conscience chez l'adulte et chez l'enfant;244;343
Mise en place et suivi d'une contention mécanique;Agitation et délire aigu;244;351
Mise en place et suivi d'une contention mécanique;Risque et conduite suicidaires chez l'enfant, l'adolescent et l'adulte : identification et prise en charge;244;353
Modification thérapeutique du mode de vie (sommeil, activité physique, alimentation.);Alimentation et besoins nutritionnels du nourrisson et de l'enfant;324;48
Modification thérapeutique du mode de vie (sommeil, activité physique, alimentation.);Développement psychomoteur du nourrisson et de l'enfant : aspects normaux et pathologiques (sommeil, alimentation, contrôles sphinctériens, psychomotricité, langage, intelligence). L'installation précoce de la relation parents-enfant et son importance. Troubles de l'apprentissage (voir item 122);324;55
Modification thérapeutique du mode de vie (sommeil, activité physique, alimentation.);Troubles des conduites alimentaires chez l'adolescent et l'adulte (voir item 253);324;71
Modification thérapeutique du mode de vie (sommeil, activité physique, alimentation.);Addiction au tabac;324;75
Modification thérapeutique du mode de vie (sommeil, activité physique, alimentation.);Addiction à l'alcool;324;76
Modification thérapeutique du mode de vie (sommeil, activité physique, alimentation.);Addictions comportementales;324;79
Modification thérapeutique du mode de vie (sommeil, activité physique, alimentation.);Troubles du sommeil de l'enfant et de l'adulte;324;110
Modification thérapeutique du mode de vie (sommeil, activité physique, alimentation.);Facteurs de risque cardio-vasculaire et prévention;324;222
Modification thérapeutique du mode de vie (sommeil, activité physique, alimentation.);Prévention primaire par la nutrition chez l'adulte et l'enfant;324;248
Modification thérapeutique du mode de vie (sommeil, activité physique, alimentation.);Modifications thérapeutiques du mode de vie (alimentation et activité physique) chez l'adulte et l'enfant;324;249
Modification thérapeutique du mode de vie (sommeil, activité physique, alimentation.);Obésité de l'enfant et de l'adulte (voir item 71);324;253
Modification thérapeutique du mode de vie (sommeil, activité physique, alimentation.);Impact de l'environnement sur la santé;324;367
Morsures et piqures;Exanthème et érythrodermie de l'adulte et de l'enfant. (voir item 164);169;114
Morsures et piqures;Zoonoses;169;173
Morsures et piqures;Pathologie infectieuse chez les migrants adultes et enfants;169;174
Morsures et piqures;Réaction inflammatoire : aspects biologiques et cliniques. Conduite à tenir;169;185
Morsures et piqures;Hypersensibilités et allergies chez l'enfant et l'adulte : aspects physiopathologiques, épidémiologiques, diagnostiques et principes de traitement;169;186
Morsures et piqures;Orientation diagnostique et conduite à tenir devant un traumatisme crânio-facial et oculaire;169;335
Mouvements anormaux;Maladie de Parkinson;126;106
Mouvements anormaux;Mouvements anormaux;126;107
Myalgies;Maladies rares;77;22
Myalgies;Troubles à symptomatologie somatique et apparentés à tous les âges;77;72
Myalgies;Déficit moteur et/ou sensitif des membres;77;92
Myalgies;Troubles de la marche et de l'équilibre;77;109
Myalgies;Thérapeutiques antalgiques, médicamenteuses et non médicamenteuses. (voir item 330);77;135
Méléna/rectorragie;Diarrhées infectieuses de l'adulte et de l'enfant;10;176
Méléna/rectorragie;Hémogramme chez l'adulte et l'enfant : indications et interprétation;10;212
Méléna/rectorragie;Douleurs abdominales aiguës chez l'enfant et chez l'adulte;10;269
Méléna/rectorragie;Ulcère gastrique et duodénal. Gastrite;10;272
Méléna/rectorragie;Cirrhose et complications;10;279
